Date,Open,High,Low,Close,Adj Close,Volume
2004-03-01,13.880000,14.280000,12.750000,13.570000,8.824323,217960600
2004-04-01,13.520000,16.230000,13.000000,15.360000,9.988325,267841600
2004-05-01,15.200000,15.650000,13.890000,14.850000,9.717302,230621700
2004-06-01,14.860000,16.480000,14.660000,15.650000,10.240789,205915100
2004-07-01,15.650000,15.770000,14.300000,14.720000,9.632235,185123900
2004-08-01,14.650000,15.100000,13.610000,14.110000,9.295540,153879700
2004-09-01,14.120000,14.680000,13.650000,14.050000,9.256014,161073600
2004-10-01,14.100000,14.320000,12.610000,13.030000,8.584048,222653300
2004-11-01,13.130000,14.450000,12.880000,14.180000,9.413296,151039100
2004-12-01,14.160000,15.000000,13.900000,14.640000,9.718664,150609800
2005-01-01,14.660000,14.750000,13.040000,13.170000,8.742814,201008700
2005-02-01,13.270000,13.540000,12.490000,12.650000,8.461573,156431200
2005-03-01,12.570000,12.730000,10.940000,11.330000,7.578627,249706600
2005-04-01,11.650000,11.690000,9.070000,9.110000,6.093671,338405800
2005-05-01,9.160000,10.450000,9.070000,9.980000,6.747087,340305600
2005-06-01,10.040000,11.480000,9.850000,10.240000,6.922862,318812500
2005-07-01,10.220000,11.190000,10.120000,10.740000,7.260892,200316200
2005-08-01,10.720000,11.040000,9.640000,9.970000,6.802736,235811500
2005-09-01,9.970000,10.200000,9.550000,9.860000,6.727680,234833000
2005-10-01,10.000000,10.000000,7.980000,8.320000,5.676908,418776800
2005-11-01,8.330000,8.570000,7.570000,8.130000,5.616262,362280700
2005-12-01,8.240000,8.410000,7.640000,7.720000,5.333031,351545800
2006-01-01,7.720000,8.960000,7.660000,8.580000,5.927124,598794200
2006-02-01,8.530000,8.700000,7.960000,7.970000,5.570354,297568500
2006-03-01,8.000000,8.290000,7.390000,7.960000,5.563365,481735400
2006-04-01,8.050000,8.050000,6.910000,6.950000,4.857460,615060800
2006-05-01,7.080000,7.430000,6.750000,7.160000,5.074715,551201100
2006-06-01,7.210000,7.250000,6.170000,6.930000,4.911700,570531000
2006-07-01,6.980000,6.980000,6.060000,6.670000,4.727423,547360400
2006-08-01,6.680000,8.470000,6.470000,8.370000,5.975678,900324300
2006-09-01,8.420000,9.480000,7.610000,8.090000,5.775774,976324100
2006-10-01,8.100000,8.670000,7.810000,8.280000,5.911422,562889900
2006-11-01,8.330000,9.190000,8.000000,8.130000,5.804333,423233000
2006-12-01,8.100000,8.150000,6.850000,7.510000,5.361690,1949105900
2007-01-01,7.560000,8.620000,7.430000,8.130000,5.804333,1253117800
2007-02-01,8.170000,8.970000,7.600000,7.910000,5.647266,804246600
2007-03-01,7.770000,8.230000,7.440000,7.890000,5.632987,1042261300
2007-04-01,7.900000,8.380000,7.670000,8.040000,5.740078,696489400
2007-05-01,8.040000,8.980000,7.960000,8.340000,5.954261,774390500
2007-06-01,8.370000,9.700000,8.050000,9.420000,6.725317,923970500
2007-07-01,9.570000,9.640000,7.900000,8.510000,6.075629,1322019100
2007-08-01,8.480000,8.870000,7.490000,7.810000,5.575870,963134100
2007-09-01,7.780000,9.000000,7.500000,8.490000,6.061350,843237500
2007-10-01,8.560000,9.240000,8.130000,8.870000,6.332648,1072907700
2007-11-01,8.770000,8.990000,6.870000,7.510000,5.361690,1009426900
2007-12-01,7.520000,7.520000,6.650000,6.730000,4.804815,757103000
2008-01-01,6.730000,6.940000,5.500000,6.640000,4.740562,1158120600
2008-02-01,6.690000,6.930000,6.010000,6.530000,4.662028,763577100
2008-03-01,6.420000,6.420000,4.950000,5.720000,4.083737,1295999800
2008-04-01,5.770000,8.790000,5.770000,8.260000,5.897145,1884881200
2008-05-01,8.280000,8.680000,6.590000,6.800000,4.854791,1053065500
2008-06-01,6.850000,6.930000,4.460000,4.810000,3.434051,1298279800
2008-07-01,4.710000,6.330000,4.300000,4.800000,3.426911,1473192300
2008-08-01,4.800000,5.500000,4.240000,4.460000,3.184173,1026615100
2008-09-01,4.670000,5.700000,4.170000,5.200000,3.712489,1435125400
2008-10-01,4.750000,5.470000,1.800000,2.190000,1.563529,1674304400
2008-11-01,2.250000,2.740000,1.010000,2.690000,1.920499,1661350900
2008-12-01,3.000000,3.540000,2.020000,2.290000,1.634923,2541585300
2009-01-01,2.300000,2.850000,1.800000,1.870000,1.335067,1017368400
2009-02-01,1.860000,2.160000,1.500000,2.000000,1.427880,574172400
2009-03-01,1.910000,2.990000,1.650000,2.630000,1.877663,963893100
2009-04-01,2.560000,5.990000,2.400000,5.980000,4.269361,2468701200
2009-05-01,5.990000,6.540000,4.710000,5.750000,4.105155,2367699800
2009-06-01,5.950000,6.530000,5.210000,6.070000,4.333616,1823650100
2009-07-01,6.120000,8.000000,5.240000,8.000000,5.711520,1857588800
2009-08-01,8.650000,8.860000,7.130000,7.600000,5.425943,1711751600
2009-09-01,7.510000,7.770000,6.750000,7.210000,5.147508,1410174900
2009-10-01,7.180000,7.980000,6.610000,7.000000,4.997580,1469989800
2009-11-01,7.730000,9.140000,7.240000,8.890000,6.346927,2284758600
2009-12-01,9.010000,10.370000,8.760000,10.000000,7.139400,1313338600
2010-01-01,10.170000,12.140000,10.050000,10.840000,7.739109,2556631300
2010-02-01,11.140000,11.880000,10.490000,11.740000,8.381657,1612414400
2010-03-01,11.810000,14.540000,11.750000,12.570000,8.974224,3180990000
2010-04-01,12.840000,14.570000,12.340000,13.020000,9.295497,2545750200
2010-05-01,13.180000,13.490000,10.170000,11.730000,8.374516,2714125100
2010-06-01,11.500000,12.150000,9.750000,10.080000,7.196513,1788548000
2010-07-01,10.230000,13.180000,10.020000,12.770000,9.117015,1740320300
2010-08-01,13.060000,13.240000,10.950000,11.290000,8.060384,1339522800
2010-09-01,11.530000,12.750000,11.460000,12.240000,8.738627,1108738500
2010-10-01,12.240000,14.470000,12.120000,14.130000,10.087975,1521047100
2010-11-01,14.320000,17.420000,14.160000,15.940000,11.380204,2621318600
2010-12-01,16.240000,17.030001,16.139999,16.790001,11.987054,1070529800
2011-01-01,17.020000,18.969999,15.450000,15.950000,11.387342,2089855900
2011-02-01,16.139999,16.510000,14.490000,15.050000,10.744799,1811316400
2011-03-01,15.100000,15.200000,13.750000,14.910000,10.644845,1694518000
2011-04-01,15.030000,16.180000,14.490000,15.470000,11.044652,1391133800
2011-05-01,15.520000,15.690000,14.350000,14.920000,10.651984,1097287800
2011-06-01,14.780000,14.900000,12.650000,13.790000,9.845232,1533251800
2011-07-01,13.920000,14.220000,12.000000,12.210000,8.717209,1175379700
2011-08-01,12.750000,12.810000,9.810000,11.120000,7.939011,2067271200
2011-09-01,11.140000,11.270000,9.320000,9.670000,6.903799,1226287900
2011-10-01,9.660000,12.650000,9.050000,11.680000,8.338820,1642757200
2011-11-01,11.330000,11.680000,9.750000,10.600000,7.567765,1090835600
2011-12-01,10.510000,11.420000,9.840000,10.760000,7.681994,1002379200
2012-01-01,11.000000,13.050000,10.990000,12.420000,8.867135,1264807200
2012-02-01,12.730000,13.000000,11.990000,12.380000,8.873265,898481400
2012-03-01,12.480000,13.040000,12.000000,12.480000,8.944938,963165900
2012-04-01,12.500000,12.950000,11.150000,11.280000,8.084848,937904000
2012-05-01,11.250000,11.340000,9.960000,10.560000,7.601561,1012184100
2012-06-01,10.330000,10.800000,9.460000,9.590000,6.903312,956337200
2012-07-01,9.500000,9.790000,8.830000,9.240000,6.651366,848181000
2012-08-01,9.290000,9.700000,8.820000,9.340000,6.723351,674626400
2012-09-01,9.370000,10.660000,9.350000,9.860000,7.136284,767225900
2012-10-01,9.890000,11.170000,9.710000,11.160000,8.077174,931586400
2012-11-01,11.190000,11.600000,10.380000,11.450000,8.327256,886550600
2012-12-01,11.560000,13.080000,11.030000,12.950000,9.418161,1202835100
2013-01-01,13.230000,14.300000,12.670000,12.950000,9.418161,1270969800
2013-02-01,13.100000,13.310000,12.100000,12.610000,9.238420,643595600
2013-03-01,12.560000,13.470000,12.380000,13.150000,9.634040,648764200
2013-04-01,13.010000,13.760000,12.150000,13.710000,10.044312,802194900
2013-05-01,13.640000,16.040001,13.350000,15.680000,11.487585,998950500
2013-06-01,15.930000,16.090000,14.300000,15.470000,11.417011,840682200
2013-07-01,15.610000,17.680000,15.560000,16.879999,12.457605,857103700
2013-08-01,17.040001,17.500000,15.710000,16.190001,12.018744,738452700
2013-09-01,16.420000,17.770000,16.209999,16.870001,12.523545,771336600
2013-10-01,16.930000,18.020000,16.350000,17.110001,12.701712,860633500
2013-11-01,17.240000,17.240000,16.530001,17.080000,12.751853,672392400
2013-12-01,17.120001,17.200001,15.100000,15.430000,11.519970,1037390500
2014-01-01,15.420000,16.780001,14.900000,14.960000,11.169070,1003488000
2014-02-01,15.000000,15.490000,14.400000,15.390000,11.582205,712696400
2014-03-01,15.200000,15.830000,15.030000,15.600000,11.740246,617354600
2014-04-01,15.670000,16.490000,15.530000,16.150000,12.154163,664199500
2014-05-01,16.150000,16.559999,15.430000,16.440001,12.469103,504923500
2014-06-01,16.510000,17.350000,16.379999,17.240000,13.075869,558700700
2014-07-01,17.340000,18.120001,17.010000,17.020000,12.909009,618952400
2014-08-01,17.049999,17.520000,16.719999,17.410000,13.299427,420844900
2014-09-01,17.480000,17.870001,14.490000,14.790000,11.298018,655672700
2014-10-01,14.770000,14.830000,13.260000,14.090000,10.763294,910293700
2014-11-01,14.100000,15.840000,13.860000,15.730000,12.123102,602657400
2014-12-01,15.780000,16.129999,13.930000,15.500000,11.945840,593521500
2015-01-01,15.590000,15.650000,14.300000,14.710000,11.336987,596890300
2015-02-01,14.750000,16.620001,14.740000,16.340000,12.721729,524690500
2015-03-01,16.340000,16.740000,15.690000,16.139999,12.566018,609978100
2015-04-01,16.160000,16.160000,15.700000,15.800000,12.301306,539789600
2015-05-01,15.900000,15.940000,15.140000,15.170000,11.922163,428759700
2015-06-01,15.330000,15.660000,14.780000,15.010000,11.796418,578382200
2015-07-01,15.140000,15.300000,14.230000,14.830000,11.654958,672444200
2015-08-01,14.970000,15.040000,10.440000,13.870000,11.011869,596466400
2015-09-01,13.950000,14.880000,13.010000,13.570000,10.773688,744638400
2015-10-01,13.760000,15.840000,13.420000,14.810000,11.758166,668696500
2015-11-01,14.790000,14.900000,13.850000,14.330000,11.492858,443767100
2015-12-01,14.320000,14.620000,13.400000,14.090000,11.300375,587975700
2016-01-01,13.870000,14.000000,11.200000,11.940000,9.576042,1087624700
2016-02-01,11.920000,12.650000,11.020000,12.510000,10.157468,795878200
2016-03-01,13.010000,13.860000,12.720000,13.500000,10.961296,723070900
2016-04-01,13.280000,14.220000,12.390000,13.560000,11.010013,736240700
2016-05-01,13.670000,13.790000,13.020000,13.490000,11.073984,543642100
2016-06-01,13.430000,13.550000,12.000000,12.570000,10.318751,778155400
2016-07-01,12.880000,14.040000,12.210000,12.660000,10.392633,756186500
2016-08-01,12.610000,12.620000,11.900000,12.600000,10.456794,726884900
2016-09-01,12.660000,12.770000,11.930000,12.070000,10.016944,746043700
2016-10-01,12.060000,12.530000,11.600000,11.740000,9.743075,657689600
2016-11-01,11.780000,12.500000,11.070000,11.960000,10.049312,736856500
2016-12-01,12.230000,13.200000,12.080000,12.130000,10.192155,709201400
2017-01-01,12.200000,13.270000,12.130000,12.360000,10.385411,879509200
2017-02-01,12.450000,12.770000,12.220000,12.530000,10.654996,586173700
2017-03-01,12.660000,12.750000,11.410000,11.640000,9.898176,952495700
2017-04-01,11.640000,11.700000,11.080000,11.470000,9.753617,779918200
2017-05-01,11.490000,11.540000,10.670000,11.120000,9.583429,932923800
2017-06-01,11.250000,11.540000,10.910000,11.190000,9.643758,850617600
2017-07-01,11.360000,11.830000,10.950000,11.220000,9.669612,697037000
2017-08-01,11.110000,11.200000,10.470000,11.030000,9.627944,760514500
2017-09-01,11.180000,12.060000,11.140000,11.970000,10.448459,682274700
2017-10-01,12.000000,12.460000,11.870000,12.270000,10.710324,874278600
2017-11-01,12.400000,12.650000,11.870000,12.520000,11.064248,701585400
2017-12-01,12.620000,12.810000,12.280000,12.490000,11.037736,597327400
2018-01-01,12.520000,13.480000,10.900000,10.970000,9.694472,1142142300
2018-02-01,10.950000,11.040000,10.190000,10.610000,9.498631,970377300
2018-03-01,10.650000,11.440000,10.140000,11.080000,9.919400,1007233600
2018-04-01,11.060000,11.730000,10.700000,11.240000,10.062641,882033000
2018-05-01,11.250000,11.740000,10.970000,11.550000,10.478903,701227100
2018-06-01,11.670000,12.150000,11.030000,11.070000,10.043415,762713500
2018-07-01,11.020000,11.260000,9.840000,10.040000,9.108932,851569700
2018-08-01,10.060000,10.100000,9.350000,9.480000,8.721777,858463900
2018-09-01,9.530000,9.940000,9.090000,9.250000,8.510172,803729200
2018-10-01,9.430000,9.670000,8.170000,9.550000,8.786179,1300409700
2018-11-01,9.540000,9.800000,8.960000,9.410000,8.812898,873823100
2018-12-01,9.710000,9.850000,7.410000,7.650000,7.164577,956262400
2019-01-01,7.530000,9.060000,7.480000,8.800000,8.241603,1004292300
2019-02-01,8.770000,8.980000,8.160000,8.770000,8.356601,730016300
2019-03-01,8.850000,8.970000,8.340000,8.780000,8.366129,944056400
2019-04-01,8.860000,10.500000,8.860000,10.450000,10.133750,938067400
2019-05-01,10.480000,10.500000,9.320000,9.520000,9.380000,800091600
2019-06-01,9.620000,10.310000,9.460000,10.230000,10.079558,627584700
2019-07-01,10.340000,10.560000,9.400000,9.530000,9.389853,891416100
2019-08-01,9.530000,9.620000,8.780000,8.960000,8.960000,468400700
